configuration,mode,k,aggregation,value,scope,order,new_max_protection,oracle_refresh,steps,total_tiles,baseline_kept_tiles,additional_skipped_tiles,additional_physical_sparsity,fraction_of_baseline_kept_removed,maximum_absolute_error,mean_relative_error,worst_mean_row_cosine,minimum_row_cosine,masked_mean_relative_error,visible_mean_relative_error,masked_worst_mean_row_cosine,removed_new_maximum_tiles,first_nonzero_error_step
cumulative:k4:veto_max:0.0001:all:score:newmax-none:current_step,cumulative,4,veto_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.0001:all:traversal:newmax-none:current_step,cumulative,4,veto_max,0.0001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.0001:all:masked_mass:newmax-none:current_step,cumulative,4,veto_max,0.0001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.0003:all:score:newmax-none:current_step,cumulative,4,veto_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.0003:all:traversal:newmax-none:current_step,cumulative,4,veto_max,0.0003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.0003:all:masked_mass:newmax-none:current_step,cumulative,4,veto_max,0.0003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.001:all:score:newmax-none:current_step,cumulative,4,veto_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.001:all:traversal:newmax-none:current_step,cumulative,4,veto_max,0.001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.001:all:masked_mass:newmax-none:current_step,cumulative,4,veto_max,0.001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.003:all:score:newmax-none:current_step,cumulative,4,veto_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.003:all:traversal:newmax-none:current_step,cumulative,4,veto_max,0.003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.003:all:masked_mass:newmax-none:current_step,cumulative,4,veto_max,0.003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:veto_max:0.01:all:score:newmax-none:current_step,cumulative,4,veto_max,0.01,all,score,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008538726397091523,0.9999940395355225,0.9999898076057434,0.00027062120352638885,0.0009934512781910598,0.9999988079071045,0,1
cumulative:k4:veto_max:0.01:all:traversal:newmax-none:current_step,cumulative,4,veto_max,0.01,all,traversal,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008687648369232193,0.9999940395355225,0.9999855756759644,0.0002851873796316795,0.0010497509210836142,0.9999985098838806,0,1
cumulative:k4:veto_max:0.01:all:masked_mass:newmax-none:current_step,cumulative,4,veto_max,0.01,all,masked_mass,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008341281645698473,0.9999940395355225,0.9999863505363464,0.0002503612558939494,0.0010391729010734707,0.9999989867210388,0,1
cumulative:k4:veto_max:0.03:all:score:newmax-none:current_step,cumulative,4,veto_max,0.03,all,score,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.0039011240005493164,0.0015626163949491456,0.9999884366989136,0.9998847246170044,0.0006472339700849261,0.002056817291304469,0.9999891519546509,0,1
cumulative:k4:veto_max:0.03:all:traversal:newmax-none:current_step,cumulative,4,veto_max,0.03,all,traversal,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.004702501930296421,0.0016042601928347722,0.9999859929084778,0.9998022317886353,0.0006867556330689695,0.002367969835177064,0.9999874830245972,0,1
cumulative:k4:veto_max:0.03:all:masked_mass:newmax-none:current_step,cumulative,4,veto_max,0.03,all,masked_mass,none,current_step,16,1024,598,6,0.005859375,0.010033444816053512,0.003998597152531147,0.0013674348156200722,0.9999940395355225,0.9998565316200256,0.0004496017318160739,0.002172867301851511,0.999995768070221,0,1
cumulative:k4:masked_max:0.0001:all:score:newmax-none:current_step,cumulative,4,masked_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.0001:all:traversal:newmax-none:current_step,cumulative,4,masked_max,0.0001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.0001:all:masked_mass:newmax-none:current_step,cumulative,4,masked_max,0.0001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.0003:all:score:newmax-none:current_step,cumulative,4,masked_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.0003:all:traversal:newmax-none:current_step,cumulative,4,masked_max,0.0003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.0003:all:masked_mass:newmax-none:current_step,cumulative,4,masked_max,0.0003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.001:all:score:newmax-none:current_step,cumulative,4,masked_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.001:all:traversal:newmax-none:current_step,cumulative,4,masked_max,0.001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.001:all:masked_mass:newmax-none:current_step,cumulative,4,masked_max,0.001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.003:all:score:newmax-none:current_step,cumulative,4,masked_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.003:all:traversal:newmax-none:current_step,cumulative,4,masked_max,0.003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.003:all:masked_mass:newmax-none:current_step,cumulative,4,masked_max,0.003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:masked_max:0.01:all:score:newmax-none:current_step,cumulative,4,masked_max,0.01,all,score,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008341281645698473,0.9999940395355225,0.9999863505363464,0.0002503612558939494,0.0010391729010734707,0.9999989867210388,0,1
cumulative:k4:masked_max:0.01:all:traversal:newmax-none:current_step,cumulative,4,masked_max,0.01,all,traversal,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008687648369232193,0.9999940395355225,0.9999855756759644,0.0002851873796316795,0.0010497509210836142,0.9999985098838806,0,1
cumulative:k4:masked_max:0.01:all:masked_mass:newmax-none:current_step,cumulative,4,masked_max,0.01,all,masked_mass,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008341281645698473,0.9999940395355225,0.9999863505363464,0.0002503612558939494,0.0010391729010734707,0.9999989867210388,0,1
cumulative:k4:masked_max:0.03:all:score:newmax-none:current_step,cumulative,4,masked_max,0.03,all,score,none,current_step,16,1024,598,6,0.005859375,0.010033444816053512,0.003998597152531147,0.0013674348156200722,0.9999940395355225,0.9998565316200256,0.0004496017318160739,0.002172867301851511,0.999995768070221,0,1
cumulative:k4:masked_max:0.03:all:traversal:newmax-none:current_step,cumulative,4,masked_max,0.03,all,traversal,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.004702501930296421,0.0016042601928347722,0.9999859929084778,0.9998022317886353,0.0006867556330689695,0.002367969835177064,0.9999874830245972,0,1
cumulative:k4:masked_max:0.03:all:masked_mass:newmax-none:current_step,cumulative,4,masked_max,0.03,all,masked_mass,none,current_step,16,1024,598,6,0.005859375,0.010033444816053512,0.003998597152531147,0.0013674348156200722,0.9999940395355225,0.9998565316200256,0.0004496017318160739,0.002172867301851511,0.999995768070221,0,1
cumulative:k4:q99:0.0001:all:score:newmax-none:current_step,cumulative,4,q99,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.0001:all:traversal:newmax-none:current_step,cumulative,4,q99,0.0001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.0001:all:masked_mass:newmax-none:current_step,cumulative,4,q99,0.0001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.0003:all:score:newmax-none:current_step,cumulative,4,q99,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.0003:all:traversal:newmax-none:current_step,cumulative,4,q99,0.0003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.0003:all:masked_mass:newmax-none:current_step,cumulative,4,q99,0.0003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.001:all:score:newmax-none:current_step,cumulative,4,q99,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.001:all:traversal:newmax-none:current_step,cumulative,4,q99,0.001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.001:all:masked_mass:newmax-none:current_step,cumulative,4,q99,0.001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.003:all:score:newmax-none:current_step,cumulative,4,q99,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.003:all:traversal:newmax-none:current_step,cumulative,4,q99,0.003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.003:all:masked_mass:newmax-none:current_step,cumulative,4,q99,0.003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:q99:0.01:all:score:newmax-none:current_step,cumulative,4,q99,0.01,all,score,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008341281645698473,0.9999940395355225,0.9999863505363464,0.0002503612558939494,0.0010391729010734707,0.9999989867210388,0,1
cumulative:k4:q99:0.01:all:traversal:newmax-none:current_step,cumulative,4,q99,0.01,all,traversal,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008687648369232193,0.9999940395355225,0.9999855756759644,0.0002851873796316795,0.0010497509210836142,0.9999985098838806,0,1
cumulative:k4:q99:0.01:all:masked_mass:newmax-none:current_step,cumulative,4,q99,0.01,all,masked_mass,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008341281645698473,0.9999940395355225,0.9999863505363464,0.0002503612558939494,0.0010391729010734707,0.9999989867210388,0,1
cumulative:k4:q99:0.03:all:score:newmax-none:current_step,cumulative,4,q99,0.03,all,score,none,current_step,16,1024,598,6,0.005859375,0.010033444816053512,0.003998597152531147,0.0013674348156200722,0.9999940395355225,0.9998565316200256,0.0004496017318160739,0.002172867301851511,0.999995768070221,0,1
cumulative:k4:q99:0.03:all:traversal:newmax-none:current_step,cumulative,4,q99,0.03,all,traversal,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.004702501930296421,0.0016042601928347722,0.9999859929084778,0.9998022317886353,0.0006867556330689695,0.002367969835177064,0.9999874830245972,0,1
cumulative:k4:q99:0.03:all:masked_mass:newmax-none:current_step,cumulative,4,q99,0.03,all,masked_mass,none,current_step,16,1024,598,6,0.005859375,0.010033444816053512,0.003998597152531147,0.0013674348156200722,0.9999940395355225,0.9998565316200256,0.0004496017318160739,0.002172867301851511,0.999995768070221,0,1
cumulative:k4:sum_masked:0.0001:all:score:newmax-none:current_step,cumulative,4,sum_masked,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.0001:all:traversal:newmax-none:current_step,cumulative,4,sum_masked,0.0001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.0001:all:masked_mass:newmax-none:current_step,cumulative,4,sum_masked,0.0001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.0003:all:score:newmax-none:current_step,cumulative,4,sum_masked,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.0003:all:traversal:newmax-none:current_step,cumulative,4,sum_masked,0.0003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.0003:all:masked_mass:newmax-none:current_step,cumulative,4,sum_masked,0.0003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.001:all:score:newmax-none:current_step,cumulative,4,sum_masked,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.001:all:traversal:newmax-none:current_step,cumulative,4,sum_masked,0.001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.001:all:masked_mass:newmax-none:current_step,cumulative,4,sum_masked,0.001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.003:all:score:newmax-none:current_step,cumulative,4,sum_masked,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.003:all:traversal:newmax-none:current_step,cumulative,4,sum_masked,0.003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.003:all:masked_mass:newmax-none:current_step,cumulative,4,sum_masked,0.003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k4:sum_masked:0.01:all:score:newmax-none:current_step,cumulative,4,sum_masked,0.01,all,score,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008341281645698473,0.9999940395355225,0.9999863505363464,0.0002503612558939494,0.0010391729010734707,0.9999989867210388,0,1
cumulative:k4:sum_masked:0.01:all:traversal:newmax-none:current_step,cumulative,4,sum_masked,0.01,all,traversal,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008687648369232193,0.9999940395355225,0.9999855756759644,0.0002851873796316795,0.0010497509210836142,0.9999985098838806,0,1
cumulative:k4:sum_masked:0.01:all:masked_mass:newmax-none:current_step,cumulative,4,sum_masked,0.01,all,masked_mass,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008341281645698473,0.9999940395355225,0.9999863505363464,0.0002503612558939494,0.0010391729010734707,0.9999989867210388,0,1
cumulative:k4:sum_masked:0.03:all:score:newmax-none:current_step,cumulative,4,sum_masked,0.03,all,score,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.004269502125680447,0.0015266444679582492,0.9999894499778748,0.9998365044593811,0.0006094710515753832,0.0022482796339318156,0.9999906420707703,0,1
cumulative:k4:sum_masked:0.03:all:traversal:newmax-none:current_step,cumulative,4,sum_masked,0.03,all,traversal,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.004702501930296421,0.0016042601928347722,0.9999859929084778,0.9998022317886353,0.0006867556330689695,0.002367969835177064,0.9999874830245972,0,1
cumulative:k4:sum_masked:0.03:all:masked_mass:newmax-none:current_step,cumulative,4,sum_masked,0.03,all,masked_mass,none,current_step,16,1024,598,6,0.005859375,0.010033444816053512,0.003998597152531147,0.0013674348156200722,0.9999940395355225,0.9998565316200256,0.0004496017318160739,0.002172867301851511,0.999995768070221,0,1
cumulative:k8:all_max:0.0001:all:score:newmax-none:current_step,cumulative,8,all_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k8:all_max:0.0001:all:traversal:newmax-none:current_step,cumulative,8,all_max,0.0001,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k8:all_max:0.0001:all:masked_mass:newmax-none:current_step,cumulative,8,all_max,0.0001,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k8:all_max:0.0003:all:score:newmax-none:current_step,cumulative,8,all_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k8:all_max:0.0003:all:traversal:newmax-none:current_step,cumulative,8,all_max,0.0003,all,traversal,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
cumulative:k8:all_max:0.0003:all:masked_mass:newmax-none:current_step,cumulative,8,all_max,0.0003,all,masked_mass,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
