configuration,mode,k,aggregation,value,scope,order,new_max_protection,oracle_refresh,step,mask_ratio,phase,blasst_threshold,total_tiles,baseline_kept_tiles,baseline_skipped_tiles,candidate_tiles,additional_skipped_tiles,additional_physical_sparsity,fraction_of_baseline_kept_removed,removed_new_maximum_tiles,maximum_selected_score,maximum_removed_row_mass,maximum_absolute_error,mean_relative_error,mean_row_cosine,minimum_row_cosine,masked_mean_relative_error,visible_mean_relative_error,masked_mean_row_cosine,visible_mean_row_cosine
independent:k1:sum_mixed:3e-06:all:score:newmax-none:current_step,independent,1,sum_mixed,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:sum_mixed:1e-05:all:score:newmax-none:current_step,independent,1,sum_mixed,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:sum_mixed:3e-05:all:score:newmax-none:current_step,independent,1,sum_mixed,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:sum_mixed:0.0001:all:score:newmax-none:current_step,independent,1,sum_mixed,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:sum_mixed:0.0003:all:score:newmax-none:current_step,independent,1,sum_mixed,0.0003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:sum_mixed:0.001:all:score:newmax-none:current_step,independent,1,sum_mixed,0.001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:sum_mixed:0.003:all:score:newmax-none:current_step,independent,1,sum_mixed,0.003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:sum_mixed:0.01:all:score:newmax-none:current_step,independent,1,sum_mixed,0.01,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:sum_mixed:0.03:all:score:newmax-none:current_step,independent,1,sum_mixed,0.03,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:1e-06:all:score:newmax-none:current_step,independent,1,mean_mixed,1e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:3e-06:all:score:newmax-none:current_step,independent,1,mean_mixed,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:1e-05:all:score:newmax-none:current_step,independent,1,mean_mixed,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:3e-05:all:score:newmax-none:current_step,independent,1,mean_mixed,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:0.0001:all:score:newmax-none:current_step,independent,1,mean_mixed,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:0.0003:all:score:newmax-none:current_step,independent,1,mean_mixed,0.0003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:0.001:all:score:newmax-none:current_step,independent,1,mean_mixed,0.001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:0.003:all:score:newmax-none:current_step,independent,1,mean_mixed,0.003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:0.01:all:score:newmax-none:current_step,independent,1,mean_mixed,0.01,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k1:mean_mixed:0.03:all:score:newmax-none:current_step,independent,1,mean_mixed,0.03,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:1e-06:all:score:newmax-none:current_step,independent,2,all_max,1e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:3e-06:all:score:newmax-none:current_step,independent,2,all_max,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:1e-05:all:score:newmax-none:current_step,independent,2,all_max,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:3e-05:all:score:newmax-none:current_step,independent,2,all_max,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:0.0001:all:score:newmax-none:current_step,independent,2,all_max,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:0.0003:all:score:newmax-none:current_step,independent,2,all_max,0.0003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:0.001:all:score:newmax-none:current_step,independent,2,all_max,0.001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:0.003:all:score:newmax-none:current_step,independent,2,all_max,0.003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:0.01:all:score:newmax-none:current_step,independent,2,all_max,0.01,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:all_max:0.03:all:score:newmax-none:current_step,independent,2,all_max,0.03,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:1e-06:all:score:newmax-none:current_step,independent,2,veto_max,1e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:3e-06:all:score:newmax-none:current_step,independent,2,veto_max,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:1e-05:all:score:newmax-none:current_step,independent,2,veto_max,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:3e-05:all:score:newmax-none:current_step,independent,2,veto_max,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:0.0001:all:score:newmax-none:current_step,independent,2,veto_max,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:0.0003:all:score:newmax-none:current_step,independent,2,veto_max,0.0003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:0.001:all:score:newmax-none:current_step,independent,2,veto_max,0.001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:0.003:all:score:newmax-none:current_step,independent,2,veto_max,0.003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:0.01:all:score:newmax-none:current_step,independent,2,veto_max,0.01,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:veto_max:0.03:all:score:newmax-none:current_step,independent,2,veto_max,0.03,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:1e-06:all:score:newmax-none:current_step,independent,2,masked_max,1e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:3e-06:all:score:newmax-none:current_step,independent,2,masked_max,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:1e-05:all:score:newmax-none:current_step,independent,2,masked_max,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:3e-05:all:score:newmax-none:current_step,independent,2,masked_max,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:0.0001:all:score:newmax-none:current_step,independent,2,masked_max,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:0.0003:all:score:newmax-none:current_step,independent,2,masked_max,0.0003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:0.001:all:score:newmax-none:current_step,independent,2,masked_max,0.001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:0.003:all:score:newmax-none:current_step,independent,2,masked_max,0.003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:0.01:all:score:newmax-none:current_step,independent,2,masked_max,0.01,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:masked_max:0.03:all:score:newmax-none:current_step,independent,2,masked_max,0.03,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:1e-06:all:score:newmax-none:current_step,independent,2,q90,1e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:3e-06:all:score:newmax-none:current_step,independent,2,q90,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:1e-05:all:score:newmax-none:current_step,independent,2,q90,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:3e-05:all:score:newmax-none:current_step,independent,2,q90,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:0.0001:all:score:newmax-none:current_step,independent,2,q90,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:0.0003:all:score:newmax-none:current_step,independent,2,q90,0.0003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:0.001:all:score:newmax-none:current_step,independent,2,q90,0.001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:0.003:all:score:newmax-none:current_step,independent,2,q90,0.003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:0.01:all:score:newmax-none:current_step,independent,2,q90,0.01,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q90:0.03:all:score:newmax-none:current_step,independent,2,q90,0.03,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:1e-06:all:score:newmax-none:current_step,independent,2,q95,1e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:3e-06:all:score:newmax-none:current_step,independent,2,q95,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:1e-05:all:score:newmax-none:current_step,independent,2,q95,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:3e-05:all:score:newmax-none:current_step,independent,2,q95,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:0.0001:all:score:newmax-none:current_step,independent,2,q95,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:0.0003:all:score:newmax-none:current_step,independent,2,q95,0.0003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:0.001:all:score:newmax-none:current_step,independent,2,q95,0.001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:0.003:all:score:newmax-none:current_step,independent,2,q95,0.003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:0.01:all:score:newmax-none:current_step,independent,2,q95,0.01,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q95:0.03:all:score:newmax-none:current_step,independent,2,q95,0.03,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:1e-06:all:score:newmax-none:current_step,independent,2,q99,1e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:3e-06:all:score:newmax-none:current_step,independent,2,q99,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:1e-05:all:score:newmax-none:current_step,independent,2,q99,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:3e-05:all:score:newmax-none:current_step,independent,2,q99,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:0.0001:all:score:newmax-none:current_step,independent,2,q99,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:0.0003:all:score:newmax-none:current_step,independent,2,q99,0.0003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:0.001:all:score:newmax-none:current_step,independent,2,q99,0.001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:0.003:all:score:newmax-none:current_step,independent,2,q99,0.003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:0.01:all:score:newmax-none:current_step,independent,2,q99,0.01,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:q99:0.03:all:score:newmax-none:current_step,independent,2,q99,0.03,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:1e-06:all:score:newmax-none:current_step,independent,2,sum_all,1e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:3e-06:all:score:newmax-none:current_step,independent,2,sum_all,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:1e-05:all:score:newmax-none:current_step,independent,2,sum_all,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:3e-05:all:score:newmax-none:current_step,independent,2,sum_all,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:0.0001:all:score:newmax-none:current_step,independent,2,sum_all,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:0.0003:all:score:newmax-none:current_step,independent,2,sum_all,0.0003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:0.001:all:score:newmax-none:current_step,independent,2,sum_all,0.001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:0.003:all:score:newmax-none:current_step,independent,2,sum_all,0.003,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:0.01:all:score:newmax-none:current_step,independent,2,sum_all,0.01,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:sum_all:0.03:all:score:newmax-none:current_step,independent,2,sum_all,0.03,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:mean_all:1e-06:all:score:newmax-none:current_step,independent,2,mean_all,1e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:mean_all:3e-06:all:score:newmax-none:current_step,independent,2,mean_all,3e-06,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:mean_all:1e-05:all:score:newmax-none:current_step,independent,2,mean_all,1e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:mean_all:3e-05:all:score:newmax-none:current_step,independent,2,mean_all,3e-05,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
independent:k2:mean_all:0.0001:all:score:newmax-none:current_step,independent,2,mean_all,0.0001,all,score,none,current_step,0,1.0,high,0.04858582466840744,64,64,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
